128,145,122,119
129,144,122,119
130,144,122,119
131,144,122,119
132,144,122,119
133,144,122,119
134,144,122,119
136,144,122,119
137,143,122,119
138,143,122,119
139,143,122,119
140,143,122,119
141,143,122,119
142,143,122,119
144,143,122,119
143,142,122,119
143,142,122,119
143,142,122,119
142,142,122,119
142,142,122,119
142,142,122,119
142,142,122,119
141,141,122,119
141,141,122,119
141,141,122,119
140,141,122,119
140,141,122,119
140,141,122,119
140,141,122,119
140,140,122,119
141,140,122,119
142,140,122,119
143,140,122,119
144,140,122,119
145,140,122,119
145,140,122,119
146,140,122,119
147,140,122,119
148,140,122,119
149,140,122,119
150,140,122,119
150,140,122,119
151,140,122,119
152,140,122,119
153,140,122,119
154,140,122,119
155,140,122,119
155,140,122,119
156,140,122,119
157,140,122,119
158,140,122,119
159,140,122,119
160,140,122,119
161,140,122,119
160,140,122,119
160,140,122,119
160,140,122,119
160,140,122,119
159,140,122,119
159,140,122,119
159,140,122,119
159,140,122,119
159,140,122,119
158,140,122,119
158,140,122,119
158,140,122,119
158,140,122,119
157,140,122,119
157,140,122,119
157,140,122,119
157,140,122,119
157,140,122,119
157,140,122,119
158,140,122,119
159,140,122,119
160,140,122,119
161,140,122,119
162,140,122,119
163,140,122,119
164,141,122,119
165,141,122,119
166,141,122,119
167,141,122,119
167,141,122,119
168,141,122,119
169,141,122,119
170,142,122,119
171,142,122,119
172,142,122,119
173,142,122,119
174,142,122,119
175,142,122,119
176,142,122,119
177,143,122,119
176,142,122,119
176,142,122,119
175,142,122,119
175,141,122,119
175,141,122,119
174,141,122,119
174,141,122,119
174,140,122,119
173,140,122,119
173,140,122,119
173,140,122,119
173,140,122,119
173,140,122,119
174,140,122,119
174,140,122,119
175,140,122,119
175,141,122,119
176,141,122,119
176,141,122,119
177,141,122,119
177,141,122,119
178,142,122,119
180,141,122,119
182,140,122,119
185,139,122,119
187,138,122,119
190,137,122,119
192,136,122,119
195,135,122,119
197,134,122,119
200,133,122,119
202,132,122,119
205,132,122,119
208,131,122,119
212,131,122,119
216,130,122,119
220,130,122,119
224,129,122,119
227,129,122,119
231,129,122,119
235,128,122,119
239,128,122,119
243,127,122,119
247,127,122,119
250,127,122,119
254,126,122,119
258,126,122,119
262,125,122,119
266,125,122,119
270,125,122,119
276,124,122,119
282,124,122,119
288,124,122,119
294,124,122,119
300,124,122,119
306,124,122,119
312,124,122,119
318,124,122,119
324,124,122,119
330,124,122,119
336,124,122,119
342,124,122,119
348,124,122,119
352,124,122,119
357,124,122,119
362,125,122,119
366,125,122,119
371,125,122,119
376,126,122,119
381,126,122,119
385,126,122,119
390,127,122,119
395,127,122,119
400,128,122,119
401,128,122,119
403,129,121,119
405,130,120,119
407,131,119,119
409,132,118,119
411,133,117,119
412,133,117,119
414,134,116,119
416,135,115,119
418,136,114,119
420,137,113,119
422,138,113,119
420,138,113,119
418,138,114,119
416,138,114,119
414,138,115,119
412,138,115,119
410,139,116,119
408,139,116,119
406,139,117,119
404,139,118,119
402,139,118,119
400,139,119,119
398,140,119,119
396,140,120,119
394,140,120,119
392,140,121,119
390,140,121,119
388,140,122,119
387,141,122,119
387,144,120,119
387,147,119,119
388,150,116,119
388,153,115,119
389,156,113,119
386,159,114,119
384,162,115,119
382,165,116,119
380,168,117,119
377,172,118,119
375,175,119,119
373,178,120,119
371,181,121,119
369,185,122,119
367,187,122,119
365,189,122,119
363,191,122,119
362,192,122,119
362,193,122,119
362,194,122,120
362,195,122,120
361,196,122,120
361,197,122,121
361,198,122,121
361,199,122,122
360,200,122,122
360,201,122,122
360,202,122,123
360,203,122,123
359,204,122,123
359,205,122,124
359,206,122,124
359,207,122,125
358,208,122,125
358,209,122,125
358,210,122,126
358,211,122,126
357,212,122,126
357,213,122,127
357,214,122,127
357,216,122,127
356,215,122,127
355,214,122,128
354,213,122,128
353,212,122,129
352,212,122,128
352,211,122,129
351,210,122,129
350,209,122,130
349,209,122,130
348,208,122,130
347,207,122,131
347,206,122,131
346,205,122,132
345,205,122,131
344,204,122,132
343,203,122,132
342,202,122,133
342,202,122,133
338,203,122,133
335,204,122,134
332,205,122,134
328,207,122,134
325,208,122,134
322,209,122,135
318,210,122,136
315,212,122,135
312,213,122,136
308,214,122,136
305,215,122,137
302,217,122,137
298,216,123,138
295,216,124,138
292,215,124,139
289,215,125,139
286,214,125,140
283,214,126,140
277,211,127,141
272,209,127,141
267,207,128,141
262,205,128,141
256,202,130,143
251,200,130,143
246,198,131,143
241,196,131,143
236,194,132,144
233,191,132,145
230,189,133,145
227,186,134,146
224,184,135,146
221,181,136,147
218,179,137,148
215,177,137,148
212,174,138,149
209,172,139,149
206,169,140,150
203,167,141,150
201,165,141,151
199,164,141,150
197,163,141,150
196,163,140,149
194,162,140,149
193,162,139,148
190,161,140,148
188,161,140,148
186,161,140,147
184,161,141,147
182,160,141,148
180,160,141,147
177,160,143,147
175,160,143,146
173,159,143,147
171,159,144,147
169,159,144,146
