147,110,33,32
148.99,114.07,33.02,32.02
151.54,117.78,33.39,32.38
154.69,118.86,33.34,32.34
158.12,118.7,33.23,32.23
160.43,118.18,33.23,32.23
160.55,119.25,33.17,32.17
160.99,120.26,33.11,32.1
161.78,121.07,33.03,32.03
162.89,121.07,32.94,31.94
165.72,119.42,32.88,31.88
164.8,115.28,32.87,31.87
160.24,112.19,32.81,31.81
156.7,109.78,32.68,31.69
156.17,107.17,32.78,31.78
154.66,79.93,32.74,31.74
151.66,74.418,32.95,31.942
147.4,71.569,33.06,32.061
142.6,69.935,32.99,31.995
136,68.573,32.96,31.957
129.81,67.919,32.73,31.73
129.22,68.066,32.73,31.737
128.75,67.316,32.73,31.741
128.59,66.072,32.75,31.755
129.87,64.456,32.8,31.804
140.43,67.349,32.64,31.651
146.71,72.563,32.55,31.567
152.23,80.091,32.02,31.049
157.67,90.247,31.95,30.983
161.22,100.65,31.82,30.85
164.75,122.61,31.77,30.81
166.38,128.81,31.64,30.68
167.35,127.4,30.47,29.54
168.48,110.79,30.86,29.98
167.54,90.933,30.84,29.957
166.1,62.181,34.06,33.095
165.33,55,30.8,29.864
164.36,58.857,30.93,29.997
163.53,59.581,30.97,30.034
162.88,63.319,30.83,29.891
162.49,78.625,31.07,30.135
162.49,93.135,31.23,30.275
162.77,110.07,31.29,30.34
162.99,125.02,31.43,30.48
162.95,129.05,31.46,30.51
161.93,99.97,31.93,30.97
161.12,91.051,32.36,31.379
160.47,89.146,32.45,31.464
159.5,90.778,32.48,31.502
158.76,95.81,32.55,31.56
156.98,112.39,32.51,31.52
156.69,123.63,32.79,31.8
157.18,136.56,32.97,31.97
158.41,153.02,32.89,31.9
158.28,163.89,33.62,32.61
157.99,151.61,33,32
157.29,134.75,32.83,31.84
155.71,121.6,34.19,33.16
154.54,113.29,34.03,33
153.22,108.52,34.1,33.07
150.18,106.51,34.1,33.07
148.81,109.7,34.27,33.24
147.19,116.71,34.46,33.42
145.45,127.05,34.82,33.77
145.11,139.33,34.67,33.62
142.74,139.49,35.69,34.61
138.38,119.81,36.02,34.94
134.16,99.424,36.5,35.396
131.66,85.943,36.47,35.367
129.02,77.851,36.03,34.949
123.73,73.981,36.3,35.199
122.29,76.461,36.32,35.219
121.06,84.48,36.43,35.33
121.07,101.47,36.41,35.31
121.99,117.93,36.74,35.63
124.24,146.54,37.51,36.38
120.45,136.49,36.63,35.53
121.12,118.03,36.74,35.64
127.73,99.251,37.65,36.509
134.3,85.225,38.65,37.485
140.4,73.351,39.62,38.429
145.81,72.194,39.47,38.276
150.99,74.272,39.49,38.298
154.45,79.927,39.18,38.003
156,82.758,43.12,41.822
169.42,113.6,36.77,35.31
171.15,121.09,36.96,35.49
172.24,111.91,36.49,35.03
172.9,96.247,36.68,35.223
174.06,85.591,37.48,35.979
178.8,75.381,37.07,35.589
179.22,75.72,36.82,35.36
178.88,79.575,37,35.525
178.89,89.016,37.25,35.764
179.55,103.63,37.16,35.68
176.81,139.67,36.63,35.09
173.54,141.8,37.37,35.8
171.61,133.92,35.74,34.24
168.01,120.14,35.09,33.62
164.61,110.49,35.44,33.96
161,101.02,35.52,34.02
159.14,99.031,35.33,33.849
156.63,100.66,35.68,34.18
155.09,105.94,35.93,34.43
154.47,114.7,35.99,34.47
151.31,130.31,35.13,33.33
148.18,126.8,34.49,32.72
142.04,109.22,34.79,33.01
134.23,91.762,36.66,34.888
132.06,86.609,36.27,34.511
127.41,81.613,35.84,34.107
124.07,82.591,35.88,34.139
120.87,86.835,35.8,34.065
119.5,96.513,35.96,34.217
120.14,110.48,35.73,34
121.69,132.36,36.77,34.99
121.02,123.33,36.66,34.88
120.18,109.74,36.74,34.96
121.06,99.746,36.92,35.134
124.26,94.043,37.3,35.487
129.9,92.263,37.42,35.607
130.41,96.074,37.54,35.726
133.68,103.99,37.86,36.02
138.96,114.93,37.88,36.04
147.08,128.97,37.73,35.9
158.57,147.64,38.13,36.29
162.9,135.63,37.71,35.89
166.72,119,37.94,36.1
169.08,107.32,37.81,35.97
170.32,99.574,38.02,36.176
171.94,90.989,38.42,36.561
171.43,92.378,38.5,36.632
169.04,98.467,38.57,36.703
166.19,109.31,37.7,35.88
164.02,123.45,37.57,35.75
161.23,133.25,37.56,35.73
160.55,119.2,37.52,35.69
159.63,104.46,38.09,36.25
159.17,94.361,38.1,36.259
158.89,88.274,38,36.156
157.63,83.4,38.15,36.3
155.81,85.831,38.47,36.609
153.43,92.75,38.51,36.65
151.42,102.88,38.73,36.85
150.41,113.76,38.95,37.07
149.67,118.78,39.15,37.26
148.56,103.69,39.25,37.35
145.87,89.237,40.01,38.073
141.35,81.511,39.75,37.839
135.09,79.782,40.1,38.158
123.78,89.276,39.54,37.634
120.81,98.847,39.55,37.633
119.24,111.33,40,38.07
117.49,127.36,39.89,37.97
115.9,143.28,39.73,37.8
116.88,149.09,40.32,38.37
117.9,136.08,40.74,38.78
118.41,124.41,41.68,39.66
121.1,117.78,42,39.98
127.81,118.63,41.92,39.89
137.89,120.56,41.7,39.69
142.17,125.93,41.93,39.9
149.15,135.02,41.79,39.76
155.84,148.48,38.19,36.16
160.29,162.7,38.16,36.13
168.71,162.7,38.12,36.09
172.07,146.59,38.36,36.31
174.72,133.88,39.74,37.61
180.58,124.96,40.03,37.89
186.2,120.01,39.93,37.8
190.01,117.75,39.77,37.65
190.25,122.12,40.07,37.93
189.12,130.22,39.89,37.77
183.99,141.82,40.12,37.98
178.17,152.28,38.04,35.9
163.81,143.16,37.68,35.57
156.42,122.18,37.8,35.68
149.4,105.33,38.29,36.13
145.05,92.919,38.37,36.211
141.62,84.855,38.09,35.955
136.56,79.516,38.17,36.024
135.63,85.327,38.01,35.873
136.39,95.164,37.72,35.606
137.55,109.17,37.39,35.29
138.42,122,37.4,35.31
139.43,114.97,37.67,35.56
140.53,105.21,37.36,35.25
141.78,99.003,37.63,35.517
143.08,95.721,38.21,36.059
147.14,97.202,37.77,35.648
153.7,108.23,38.33,36.19
154.79,118.11,38.22,36.07
155.4,131.03,38.41,36.26
156.06,148.42,38.26,36.11
156.58,163.89,38.23,36.09
157.41,154.19,38.43,36.27
156.48,140.61,39.26,37.06
155.63,134.49,39.41,37.2
155.39,133.69,39.52,37.3
155.36,136.24,39.53,37.31
155.37,145.75,39.37,37.17
155.24,156.28,39.44,37.22
155.88,171.28,39.3,37.1
157.26,189.16,39.26,37.05
158.58,206.36,39.16,36.96
159.5,199.1,38.74,36.57
159.2,183.72,38.76,36.59
158.78,170.65,39.24,37.03
159.03,159.7,39.06,36.87
159.18,150.22,38.86,36.68
157.88,137.97,38.33,36.18
157.71,139.15,38.42,36.26
157.7,142.91,38.57,36.4
158.24,152.61,39.06,36.86
159.43,162.77,39.08,36.89
160.64,145.3,38.26,36.12
160.16,119.08,38.78,36.6
160.63,105.22,38.49,36.33
158.69,91.095,34.86,32.675
158.44,87.183,34.66,32.497
155.65,88.134,34.75,32.576
154.44,96.238,34.4,32.252
153.92,108.92,34.12,31.98
154.63,127.22,33.73,31.62
154.39,136.88,34.22,32.08
147.96,123.43,34.43,32.28
144.61,110.76,35.86,33.62
142.03,101.82,36.4,34.12
139.1,98.248,36.42,34.142
136.34,96.92,36.38,34.12
132.82,103.22,36.51,34.24
131.88,113.11,36.66,34.37
131.68,126.64,36.52,34.25
131.78,138.14,37.25,34.92
134.6,137.58,37.14,34.82
140.21,110.7,36.37,34.1
141.45,101.9,36.61,34.33
143.53,97.295,36.34,34.065
149.1,93.937,35.81,33.573
155.58,93.53,35.58,33.36
159.52,104.89,34.84,32.66
164.52,115.65,34.61,32.46
172.34,127.89,34.59,32.42
174.99,129.7,35.2,33
176.49,120.6,34.88,32.7
178.24,91.964,36.18,33.916
178.43,87.367,36.43,34.153
179.17,84.659,36.28,34.011
180.56,84.163,35.93,33.687
181.95,85.751,35.83,33.589
184.07,87.407,39.86,37.373
187.9,99.541,39.56,37.089
195,118.46,39.23,36.78
198.47,124.25,37.68,35.32
199.61,114.38,37.8,35.44
198.97,87.824,38.14,35.766
197.89,83.011,38.67,36.259
194,81.467,38.72,36.313
187.4,81.883,38.79,36.377
182.44,84.577,38.99,36.563
175.7,100.44,39.06,36.63
172.75,113.13,38.8,36.38
170.73,124.81,38.2,35.81
167.01,124.02,37.99,35.61
162.57,111.94,37.8,35.44
159.72,90.315,38.2,35.825
159.24,87.555,37.34,35.015
157.25,86.652,37.31,34.988
155.85,88.619,37.27,34.951
155.08,93.973,37.06,34.747
151.67,115.22,37.25,34.93
149.82,129.14,37.25,34.92
147.52,139.69,37.45,35.11
143.1,131.58,37.27,34.95
134.21,119.41,37.24,34.92
115.52,105.1,37.95,35.59
114.32,100.96,37.97,35.6
113.35,100.12,37.83,35.47
111.74,102.23,37.74,35.38
110.49,106.87,37.79,35.44
116.7,124.81,37.46,35.12
119.97,137.41,37.37,35.05
125.13,144.47,37.04,34.72
131.24,137.8,36.33,34.07
138.61,119.8,35.88,33.64
143.52,91.685,37.39,35.055
148.07,84.635,37.36,35.035
152.86,81.103,37.2,34.877
156.59,80.75,36.99,34.68
160.53,85.024,36.76,34.456
164.46,106.07,36.47,34.2
163.48,119.48,36.7,34.41
162.49,128.85,36.92,34.62
161.85,117.77,36.43,34.15
160.69,102.15,36.79,34.49
161.31,84.732,35.46,33.238
160.1,81.681,35.43,33.219
159.03,81.745,35.33,33.125
158.09,84.378,35.08,32.882
155.6,91.004,34.51,32.346
147.54,113.79,35.06,32.87
145.83,125.94,35.5,33.28
145,131.83,34.15,32
143.57,127.82,32.95,30.89
140.52,109.99,32.91,30.85
141.11,102.43,32.72,30.66
142.72,104.85,32.33,30.3
145.34,111.58,32.08,30.07
146.59,119.21,31.63,29.65
146.86,127.38,31.63,29.65
146.63,151.14,31.92,29.91
146.26,163.96,32.18,30.16
145.85,173.98,32.46,30.43
